,,,sysbench,,,y-cruncher,,,pgbench,,,iperf,,,,,,
instanceID,setId,tenants,sysbench_wall_time,sysbench_std,sysbench_cv,ycruncher_wall_time,ycruncher_std,ycruncher_cv,pgbench_transactions,pgbench_std,pgbench_cv,bandwidthUpload,bandwitdhDownload,iperf_total,stdUp,stdDown,stdTotal,iperf_cv
i-0763ab86e85627573,15,33,8.775376532,0.003967148911,0.0004520773435,5.621445259,0.0167291568,0.002975952985,139249.3333,143.0046619,0.001026968378,898.2,789.6,1687.8,420.0335436,182.1850098,458.659593,0.2717499662
i-07998976f194caa97,15,33,8.777679788,0.004794841766,0.0005462538942,6.095762041,0.06687420498,0.01097060622,138228.3333,131.5915397,0.0009519867351,890,774.7,1664.7,431.0387969,205.4128904,573.2930315,0.3443821899
i-07be1c77f6fdf8eda,15,33,8.777043316,0.004935000287,0.0005622622686,5.625485818,0.03480054914,0.006186230001,139757.3333,251.2813828,0.001797983525,676.1,712.7,1388.8,361.4088021,186.1522973,485.5436358,0.349613793
i-07c76ac1348426483,15,33,8.774419334,0.004366350992,0.0004976227857,5.598021242,0.05383925818,0.009617551605,148119.6667,75.71877794,0.0005112000293,822.2,714.4,1536.6,397.6038788,244.8356365,527.9865739,0.3436070376
i-0837f0f6a7a42ac68,15,33,8.006528457,0.004712021044,0.0005885223627,5.628660493,0.0543809602,0.009661439034,150567,215.7985171,0.001433239137,727.7,725.1,1452.8,490.131513,238.9344169,634.8913818,0.4370122397
i-084caea7d9c000ba9,15,33,8.777392493,0.004393445158,0.0005005410389,5.632675224,0.05870890462,0.01042291669,136994.6667,290.1126218,0.002117692819,879.7,716.1,1595.8,342.9292282,141.5395116,454.7548302,0.2849698146
i-08559b79281547ef2,15,33,8.008032984,0.005252716204,0.0006559308902,5.5770314,0.01721051152,0.003085962815,139023.3333,139.371207,0.001002502268,822.1,706.9,1529,303.008049,180.7868297,481.0920448,0.3146448952
i-08e70b514c8c3cd5a,15,33,8.778881603,0.006552739089,0.0007464207156,6.028853708,0.01631759016,0.002706582537,148899,140.8119313,0.0009456875554,689.8,788.7,1478.5,170.0227436,226.038861,327.7154084,0.2216539793
i-08ff78a502245298a,15,33,8.010483848,0.00652346192,0.0008143655294,6.058850077,0.08717390947,0.01438786376,150562.6667,63.08988297,0.0004190274015,615.5,669,1284.5,215.8241311,160.0680411,296.2364859,0.2306239672
i-0977cb2af690d36fd,15,33,8.776292191,0.005101061742,0.0005812319862,6.019854387,0.04874900252,0.008098036828,151617.3333,284.3313794,0.001875322387,551.3,685.4,1236.7,187.5420249,253.7387983,399.4916353,0.3230303512
i-09c658651b17c197e,15,33,8.776045137,0.004864558168,0.000554299584,5.631801234,0.05914362858,0.01050172513,147500.6667,229.6134433,0.001556694274,551.4,748,1299.4,178.7476185,167.3877733,225.3852011,0.173453287
i-0b138e3642a677559,15,33,8.01015581,0.003469244597,0.0004331057572,6.026064979,0.05969482769,0.009906104215,137465,174.2153839,0.001267343571,524.6,807.3,1331.9,123.513562,182.8989095,169.2305791,0.1270595233
i-0ba417327f988ba2b,15,33,8.012504949,0.005945457896,0.000742022368,5.588949044,0.01552944761,0.002778598889,137897.6667,165.8443045,0.001202662152,766.1,757.2,1523.3,355.4388367,192.6723183,442.0201227,0.290172732
i-0c3e9f9e7b281edfe,15,33,8.007992453,0.00577343644,0.0007209592759,5.595162445,0.01078264572,0.001927137206,150859,156.0416611,0.001034354338,701.6,708.6,1410.2,306.593542,206.1931134,431.8710713,0.3062481005
i-0cc4b604b837f69d9,15,33,8.007013083,0.006120508172,0.0007643934273,6.028384712,0.05431262205,0.009009481751,137492,185.199892,0.001346986676,845.2,721.8,1567,332.1642164,165.619242,463.5416798,0.2958147286
i-0d136c81f43ce8a29,15,33,8.77499379,0.004482407606,0.0005108160431,6.0418969,0.02516179,0.004164551367,149602.3333,26.31222783,0.0001758811326,780.8,662.5,1443.3,327.6298046,182.87959,473.5860945,0.3281272739
i-0d1c421d52c368b29,15,33,8.78029765,0.006692281274,0.0007621929848,5.607765701,0.02476986467,0.004417064834,136874.3333,112.4336842,0.0008214373098,1006.8,763.4,1770.2,444.317154,170.3018236,591.6496336,0.3342275639
i-0d44050a4e6a71d7c,15,33,8.007499668,0.004457238412,0.0005566329812,5.574083275,0.009406433759,0.001687530181,138167.6667,183.4402718,0.001327664252,732.1,785.2,1517.3,401.2512236,172.9918431,429.7927278,0.2832615355
i-0d6feb91baa545931,15,33,8.776317888,0.006369328652,0.0007257404225,6.054066287,0.05532379205,0.009138286472,137739,344.0697604,0.00249798358,631.7,689.7,1321.4,289.6565207,208.9960393,386.3366983,0.2923692283
i-0dcfa6d3bc470d28d,15,33,8.009991831,0.004698266867,0.0005865507688,6.005061547,0.01815710999,0.003023634288,139533,449.6676551,0.0032226617,746.7,701,1447.7,336.0261399,235.8464661,508.4103876,0.3511849054
i-0e167bbfcd6a685f5,15,33,8.779099994,0.005390572004,0.0006140233062,5.597344981,0.02380606824,0.004253100053,149472,288.951553,0.001933148369,803.8,811.6,1615.4,348.7950051,150.1926171,371.488956,0.2299671636
i-0ede59d8254436a40,15,33,8.777730068,0.005812477931,0.0006621846293,6.023137967,0.02868587075,0.004762612265,151249.6667,310.087622,0.002050170614,776.6,703.5,1480.1,494.7740674,263.8994969,687.2894344,0.4643533778
i-0f285214d5c41327e,15,33,8.772289938,0.003988647382,0.0004546871353,5.577238666,0.01065175594,0.001909861955,149604.6667,142.7211734,0.0009539887797,784.1,759.2,1543.3,204.2125527,155.2344463,296.3496621,0.1920233669
i-0009b7735dea24732,16,32,8.778500848,0.004578429596,0.0005215502824,6.016449107,0.01937757533,0.0032207661,148493,267.2246246,0.00179957725,747.9,800.9,1548.8,334.7169451,196.9734613,387.6486955,0.2502897052
i-002f7e27ea3e0bc1c,16,32,7.784568919,0.005109689393,0.0006563869428,6.081157314,0.056161527,0.009235335332,148990.6667,458.7551998,0.003079086832,781.2,803.1,1584.3,224.7615032,182.2205318,341.3366048,0.215449476
i-007e12c9530b8cdea,16,32,8.77517981,0.005372017633,0.0006121831973,6.082859145,0.08979758658,0.01476239782,147666,255.7479228,0.001731935061,622.4,679.1,1301.5,123.9051609,189.4057667,260.4876836,0.2001442056
i-00ba7a56c944e5a25,16,32,7.782536931,0.004382238166,0.000563086074,5.568713506,0.04485527363,0.008054871844,149846.6667,208.6248627,0.001392255613,594.3,677,1271.3,221.9539742,223.8551119,388.0383858,0.3052295964
i-00d71d40b42658392,16,32,7.782104545,0.00390035793,0.0005011957764,6.066749334,0.1046101776,0.01724320091,150160.6667,84.34650753,0.0005617083981,637.6,787.5,1425.1,196.6854228,209.8371061,293.0962868,0.205667172
i-01f539b055c2a5d34,16,32,8.777701298,0.006635289224,0.0007559256118,6.042659574,0.0576124635,0.009534289132,149343.3333,90.29027264,0.000604581876,607.4,644.1,1251.5,154.3467957,129.9781606,177.6014577,0.1419108731
i-02ca0e36a4acaf9fc,16,32,7.782846345,0.004269031277,0.0005485179956,6.062169949,0.06329791997,0.01044146246,148101.3333,270.5445127,0.001826752714,756.7,764.3,1521,484.8938143,245.0460501,644.7187156,0.4238781825
i-0507566c757134fb6,16,32,8.777046177,0.00468013121,0.0005332239475,5.538835711,0.0157530932,0.002844116349,149552.3333,231.3100373,0.001546682904,656.3,920.7,1577,285.9805937,172.3220822,308.7526878,0.1957848369
i-067b2519b614c8f9d,16,32,8.776784897,0.005551883293,0.0006325645847,6.046163453,0.05268452863,0.008713712265,150019,453.2912971,0.00302155925,1123.1,958.7,2081.8,1335.52457,558.75239,1868.40305,0.8974940194
i-06b96f53253b4cc2e,16,32,8.776642879,0.003313314468,0.000377515015,5.556720946,0.01463517206,0.002633778483,150444.6667,116.3887165,0.0007736313895,1027.5,827.5,1855,574.5694523,185.1655416,666.0463781,0.3590546513
i-0763ab86e85627573,16,32,8.775810189,0.00470970948,0.0005366694788,5.607768721,0.03669170295,0.006543012876,139171,143,0.001027512916,1246,802.3,2048.3,483.4358512,227.7259806,705.9911945,0.3446717739
i-07998976f194caa97,16,32,8.777208752,0.004495196474,0.0005121441909,6.044396348,0.01177988898,0.001948894199,149200.3333,471.2985607,0.003158830481,542.4,737.2,1279.6,210.014391,213.6886624,278.4669141,0.2176202829
i-07be1c77f6fdf8eda,16,32,8.776644071,0.004046253328,0.0004610251134,5.558839745,0.01022479013,0.00183937487,151276.3333,271.8608713,0.001797114362,737,789.7,1526.7,489.412119,217.3650539,581.5017054,0.3808879972
i-07c76ac1348426483,16,32,8.77434455,0.00462584316,0.0005272009931,5.538667944,0.05369552697,0.009694664407,148196.3333,373.8212585,0.002522473061,818.2,779.7,1597.9,358.9549028,166.451895,384.0374548,0.240338854
i-0837f0f6a7a42ac68,16,32,7.78107561,0.00393754264,0.0005060409174,5.571838273,0.006959302147,0.001249013666,150623.3333,83.76355612,0.00055611275,785.7,815.2,1600.9,504.728761,268.4357155,665.3237224,0.4155935551
i-084caea7d9c000ba9,16,32,8.778808885,0.005788986455,0.0006594273244,5.585053894,0.0167150756,0.002992822616,148025.6667,69.55094056,0.0004698573033,604,689.2,1293.2,406.8360303,260.9469082,570.6265173,0.4412515599
i-08559b79281547ef2,16,32,7.783624517,0.00609653919,0.0007832519641,5.528722683,0.01293743882,0.002340041193,150568.6667,290.2177344,0.001927477614,878.4,846.9,1725.3,472.2596273,209.7869025,584.6638255,0.338876616
i-08e70b514c8c3cd5a,16,32,8.777729564,0.002981996531,0.0003397229898,6.063057105,0.04571491368,0.007539911448,149058.3333,49.16638418,0.0003298465982,822.6,793,1615.6,486.9668481,219.279122,617.6633747,0.3823120665
i-08ff78a502245298a,16,32,7.784264353,0.006738628668,0.0008656731533,6.030417389,0.02140263459,0.003549113305,150561,169.2306119,0.001124000318,616.8,737.6,1354.4,280.3968616,214.2585147,388.2391016,0.2866502522
i-0977cb2af690d36fd,16,32,8.777045833,0.004341741546,0.0004946700324,6.056342337,0.0610363055,0.01007808048,151501,418.4304004,0.002761898604,720.9,711.6,1432.5,419.897461,260.1658445,633.110531,0.4419619763
i-09c658651b17c197e,16,32,8.775859647,0.005276739944,0.0006012789807,5.637731155,0.1786750087,0.03169271535,147839,173.2772345,0.001172067144,710.3,722.2,1432.5,350.9251424,236.7388622,527.8211503,0.368461536
i-0b138e3642a677559,16,32,7.787846857,0.005848074427,0.0007509231416,6.029526578,0.05468351561,0.009069288426,148688.3333,118.7448244,0.0007986156128,998.4,775.3,1773.7,398.1862211,178.3922333,513.7016103,0.2896214751
i-0ba417327f988ba2b,16,32,7.788795974,0.005248051669,0.0006737949853,5.579388009,0.1014660347,0.01818587173,149051,340,0.002281098416,803.7,721.9,1525.6,360.5495959,206.8995731,509.9913289,0.33428902
i-0c3e9f9e7b281edfe,16,32,7.7815827,0.004812315066,0.0006184236873,5.570367469,0.04349513211,0.00780830571,150987,148.4621164,0.0009832774767,711.2,720.6,1431.8,155.8366666,193.4426128,331.243046,0.2313472874
i-0cc4b604b837f69d9,16,32,7.780706485,0.003961465708,0.0005091395898,6.039893548,0.02357096818,0.003902546957,148706,263.7347152,0.001773531096,794.7,636.7,1431.4,402.1594626,172.9418978,568.8179166,0.3973857179
i-0d136c81f43ce8a29,16,32,8.77756887,0.0047338119,0.0005393078619,6.058465295,0.05090585112,0.008402433394,149461.6667,119.7386042,0.0008011325369,1129.5,923,2052.5,397.2612491,85.57128283,387.5049104,0.1887965459
i-0d1c421d52c368b29,16,32,8.778479682,0.005368817728,0.0006115885577,5.5566384,0.014643974,0.002635401649,147738.6667,102.5735508,0.0006942904871,736.4,786.9,1523.3,317.6245862,174.8093883,392.7393962,0.2578214378
i-0d6feb91baa545931,16,32,8.777973572,0.00727118895,0.0008283448213,6.027660635,0.007856201067,0.001303358225,148644.3333,458.5328051,0.003084764786,918.1,777.8,1695.9,453.9342708,206.1433158,611.0163573,0.3602903221
i-0dcfa6d3bc470d28d,16,32,7.784006384,0.003495663923,0.0004490828695,6.035173866,0.04714205178,0.007811216848,151111.3333,200.5425973,0.001327118178,756.8,766.9,1523.7,409.0508797,196.7917399,525.400387,0.3448187878
i-0e167bbfcd6a685f5,16,32,8.779129929,0.005877817217,0.0006695216114,5.568464571,0.0154436869,0.002773419262,149404,334.2020347,0.00223690152,582.1,675.7,1257.8,80.73612712,196.2493029,240.6693444,0.1913415045
i-0ede59d8254436a40,16,32,8.777634091,0.004756912077,0.0005419355635,6.038143449,0.05345985037,0.008853690016,150934.3333,207.5628419,0.001375186396,733.3,743.8,1477.1,267.2215269,209.893518,407.9391158,0.2761756928
i-0f285214d5c41327e,16,32,8.774877972,0.006071375268,0.0006919042393,5.534174257,0.01459791465,0.002637776472,149953,200.1924074,0.00133503436,689.2,673.4,1362.6,150.6067728,145.5527396,251.8995391,0.1848668274
i-0009b7735dea24732,17,31,8.778791984,0.005257360081,0.000598870561,5.601833423,0.05232632575,0.009340928549,150116,204.8828934,0.001364830487,1073.5,902,1975.5,506.1056653,240.0314794,662.4195129,0.3353173945
i-002f7e27ea3e0bc1c,17,31,7.786211173,0.005677244264,0.0007291408026,5.652296358,0.06399024572,0.01132110591,149084,266.4338567,0.001787139175,607.7,801.6,1409.3,419.6826976,244.6476832,565.3944641,0.401188153
i-007e12c9530b8cdea,17,31,8.775035567,0.006371052697,0.0007260429486,5.61866543,0.05231628031,0.009311157776,147993,373.5465165,0.002524082332,742.7,733.5,1476.2,219.5470337,189.0504048,318.4322011,0.2157107445
i-00ba7a56c944e5a25,17,31,7.795512835,0.03128450506,0.004013142653,5.574570974,0.03846066782,0.006899305436,151299.6667,450.3469033,0.002976522773,887.6,722.4,1610,433.392355,255.7021705,642.1650878,0.398860303
i-00d71d40b42658392,17,31,7.783937428,0.004697451619,0.0006034801361,5.664476395,0.1636400204,0.02888881672,150036.6667,127.6414248,0.0008507348748,596.2,714.9,1311.1,340.6545334,263.2689584,452.5865049,0.3451960224
i-02ca0e36a4acaf9fc,17,31,7.785370138,0.006225169506,0.0007995984,5.66519626,0.1932248385,0.03410735121,150469,166.141506,0.001104157707,810.1,725.5,1535.6,332.2018964,176.5485454,379.3433508,0.2470326587
i-0507566c757134fb6,17,31,8.778088967,0.005740123364,0.0006539149222,5.562054369,0.04216293538,0.007580460847,150094.6667,372.9428017,0.002484717212,752.6,746,1498.6,298.0422043,189.7413444,403.1956239,0.2690481942
i-067b2519b614c8f9d,17,31,8.776363797,0.005991264486,0.0006826590858,5.591928217,0.01625221351,0.002906370197,150545.6667,420.8709224,0.002795636246,911.1,770.7,1681.8,528.8394947,239.0211753,717.8058852,0.4268081135
i-06b96f53253b4cc2e,17,31,8.77653816,0.00485663222,0.0005533653624,5.575225512,0.03737377538,0.006703545049,150889.6667,244.2505544,0.001618736126,1450.2,927.2,2377.4,435.9056473,92.60765507,453.5284384,0.1907665679
i-0763ab86e85627573,17,31,8.776988082,0.005050026605,0.0005753712501,5.590094036,0.06099762011,0.01091173417,140607,339.7160579,0.002416067891,1003.9,721,1724.9,582.1411532,206.1471966,735.8412344,0.426599359
i-07998976f194caa97,17,31,8.776730352,0.00603721607,0.0006878661902,5.636674272,0.1091083505,0.01935686635,148863.3333,268.2579604,0.001802041876,649.9,802.3,1452.2,288.8046052,178.9693021,338.3199669,0.2329706424
i-07be1c77f6fdf8eda,17,31,8.775779962,0.00343753201,0.0003917067229,5.557642725,0.01229495104,0.002212260062,151188,604.6478314,0.003999310999,890.6,839.9,1730.5,472.2920942,257.4932362,647.7868734,0.3743350901
i-07c76ac1348426483,17,31,8.778589514,0.006928889086,0.0007892941201,5.555438784,0.04095946063,0.007372857883,149391.6667,668.4417202,0.004474424412,835.4,794.8,1630.2,301.2441608,176.1601544,419.0647789,0.2570634148
i-0837f0f6a7a42ac68,17,31,7.781022972,0.006452177009,0.0008292196324,5.601895544,0.06842451767,0.01221452937,152274.3333,451.4513632,0.002964723951,1185.9,902.7,2088.6,631.7772902,163.3857399,691.1197356,0.3309009555
i-084caea7d9c000ba9,17,31,8.776656018,0.006282747626,0.0007158475406,5.600354327,0.02263001769,0.004040818914,148424.3333,26.72701505,0.000180071653,702,697.6,1399.6,236.987107,232.5009916,401.1567164,0.2866224038
i-08559b79281547ef2,17,31,7.786133157,0.005773313986,0.0007414866751,5.549077935,0.01518160731,0.002735879274,150341.6667,354.3787992,0.00235715625,654.4,932.4,1586.8,213.7200661,158.0774775,172.8517669,0.1089310354
i-08e70b514c8c3cd5a,17,31,8.776413891,0.005340049211,0.0006084545781,5.5998026,0.02416913994,0.004316069987,151034,424.9046952,0.002813304919,666.9,709.5,1376.4,340.5898315,215.4118794,494.921363,0.359576695
i-08ff78a502245298a,17,31,7.783768627,0.004424894457,0.0005684771309,5.611030049,0.007321759609,0.001304886901,151801.6667,179.5058031,0.001182502189,704.2,785.8,1490,177.2931032,216.5906533,333.2619924,0.2236657667
i-0977cb2af690d36fd,17,31,8.775633415,0.005650561805,0.0006438921885,5.651139471,0.227759283,0.04030324932,153188.6667,491.3912223,0.003207751807,522.9,748.8,1271.7,175.2080985,212.9547683,294.6644231,0.231709069
i-09c658651b17c197e,17,31,8.777308623,0.008539027798,0.0009728526323,5.602951898,0.05189736267,0.009262503698,149335.3333,266.6014504,0.00178525366,869.2,739.7,1608.9,282.0381377,200.8957994,439.172568,0.27296449
i-0b138e3642a677559,17,31,7.787563403,0.006688962153,0.0008589287569,5.592939536,0.09015246511,0.01611897725,148521.6667,401.4527785,0.002702991338,477.7,952.4,1430.1,190.8233913,260.9564459,269.2580134,0.1882791507
i-0ba417327f988ba2b,17,31,7.788061327,0.00390804513,0.0005017994807,5.574954828,0.05028426502,0.00901967219,149060.3333,290.2866399,0.001947443921,769.8,805.7,1575.5,374.3298605,215.0374903,419.7703737,0.2664362893
i-0c3e9f9e7b281edfe,17,31,7.781308307,0.003978382268,0.0005112742114,5.533616861,0.01497987541,0.002707067689,152593,450.0811038,0.002949552757,510.5,680.1,1190.6,134.6734734,256.8507781,367.7617586,0.3088877529
i-0cc4b604b837f69d9,17,31,7.783804337,0.005380487676,0.0006912413831,5.597082615,0.01501981014,0.002683506957,148860.3333,293.1455839,0.001969265937,680.9,749.3,1430.2,449.0452712,248.8565182,606.3511634,0.4239624971
i-0d136c81f43ce8a29,17,31,8.779051224,0.005828524283,0.0006639127776,5.598539299,0.02187960365,0.003908091465,151254.6667,220.5999396,0.001458466998,758.7,712,1470.7,119.4413385,199.8416039,262.4436659,0.1784481308
i-0d1c421d52c368b29,17,31,8.777907186,0.005130999004,0.0005845355727,5.568966654,0.01307909003,0.00234856677,147814.3333,171.074058,0.001157357708,603.5,743.3,1346.8,99.22505284,196.0737106,222.5188132,0.165220384
i-0d6feb91baa545931,17,31,8.777254714,0.005278443456,0.0006013774954,5.605943547,0.01245136114,0.002221099988,149113.6667,368.8256137,0.002473452782,878.6,840.6,1719.2,487.7907566,201.4117949,563.1374018,0.3275578187
i-0dcfa6d3bc470d28d,17,31,7.784983396,0.00545478141,0.0007006799029,5.576370001,0.01247889969,0.002237817736,151387.3333,208.8643898,0.001379668861,898.2,721.5,1619.7,531.7584665,229.8623985,742.0223192,0.4581233063
i-0e167bbfcd6a685f5,17,31,8.778214163,0.006929940614,0.0007894476582,5.584703445,0.02084860529,0.003733162466,151142,202.0123759,0.001336573394,595.4,648.8,1244.2,134.3165415,178.7678818,261.9053264,0.2105009857
i-0ede59d8254436a40,17,31,8.778750367,0.005113521697,0.0005824885642,5.590893136,0.01795941528,0.003212262306,152498,88.89881889,0.0005829507199,869.3,765.2,1634.5,445.9157992,181.8471886,551.9624081,0.3376949576
i-0f285214d5c41327e,17,31,8.774779585,0.005088804446,0.0005799353017,5.540317085,0.0120254405,0.002170532897,151595.3333,535.6961203,0.003533724347,762.1,789,1551.1,212.0474004,206.8176868,245.2547202,0.1581166399
i-0009b7735dea24732,18,30,8.778404766,0.006122832715,0.0006974880834,5.621867683,0.1513564073,0.02692279788,151586.3333,231.6124637,0.001527924441,860,768.3,1628.3,300.5062395,204.771987,448.9991463,0.275747188
i-002f7e27ea3e0bc1c,18,30,7.78470246,0.004712497985,0.0006053536419,5.62177221,0.04113986817,0.007317953598,149653.6667,168.491345,0.001125875154,751.5,814.6,1566.1,261.7629335,277.6305299,446.4515527,0.2850721874
i-007e12c9530b8cdea,18,30,8.774840646,0.00474400578,0.0005406372573,5.621364779,0.03013629967,0.005361029012,147932.3333,293.3024605,0.001982679877,851.3,825.7,1677,350.9824465,194.5930511,440.3089824,0.2625575327
i-00ba7a56c944e5a25,18,30,7.781915214,0.004430137333,0.0005692862504,5.56674454,0.04512100703,0.008105456737,152840.3333,191.0663061,0.001250103961,838.9,887.9,1726.8,418.0205869,207.4953547,509.6124453,0.2951195537
i-00d71d40b42658392,18,30,7.781590382,0.004431761631,0.0005695187504,5.574233055,0.01601614486,0.002873246365,150028.6667,128.048168,0.0008534913418,628.9,741.5,1370.4,339.0130938,274.5915148,538.0615826,0.3926310439
i-02ca0e36a4acaf9fc,18,30,7.781876909,0.003847807706,0.0004944575391,5.614937173,0.05285364797,0.009413043519,151919,392.4194185,0.002583083212,638.9,757.2,1396.1,350.3697888,226.5905755,441.3923551,0.3161609878
i-0507566c757134fb6,18,30,8.775551637,0.00585180464,0.0006668304036,5.526671436,0.02887008508,0.005223774456,150185.3333,286.6885651,0.00190889855,939.7,747,1686.7,560.4214783,220.1085591,728.3462318,0.4318172952
i-067b2519b614c8f9d,18,30,8.772470686,0.004029567512,0.0004593423741,5.605762959,0.02081378527,0.003712926398,150375.6667,490.6366612,0.003262739724,670.4,781.4,1451.8,410.6023218,272.1074951,565.3407625,0.3894067795
i-06b96f53253b4cc2e,18,30,8.774343782,0.00567094397,0.0006463097539,5.540330304,0.02107429854,0.003803798218,150814,129.2942381,0.0008573092556,1245.5,810.4,2055.9,580.747459,246.1179482,823.0016133,0.4003120839
i-0763ab86e85627573,18,30,8.774301158,0.007291386385,0.0008309934038,5.559723483,0.01584440522,0.002849854902,142518,190.7878403,0.001338692939,1060.4,903.2,1963.6,297.6729003,185.2150702,442.9156428,0.2255630693
i-07998976f194caa97,18,30,8.773563147,0.005002712432,0.0005702030461,5.615935352,0.01532145948,0.002728211513,149182.3333,153.5133002,0.001029031366,485.8,769.1,1254.9,102.1782756,269.5158004,334.5409624,0.266587746
i-07be1c77f6fdf8eda,18,30,8.775529967,0.004117583971,0.0004692120004,5.541938623,0.01157280552,0.00208822333,151403.6667,745.2713152,0.004922412592,721.5,758,1479.5,233.2548678,228.6404261,353.839967,0.2391618567
i-07c76ac1348426483,18,30,8.774973181,0.005131576248,0.0005847968013,5.528448423,0.05688449389,0.01028941387,151001.6667,52.16640043,0.0003454690374,1192.2,852.1,2044.3,467.0519362,173.3599018,527.1131125,0.2578452832
i-0837f0f6a7a42ac68,18,30,7.781412442,0.005546490341,0.0007127870913,5.577237527,0.0520340613,0.009329719426,153976,246.4528352,0.001600592529,1081,871,1952,447.1450175,172.5527295,543.4228965,0.2783928773
i-084caea7d9c000ba9,18,30,8.776519219,0.00494724289,0.0005636907715,5.565910896,0.0381594846,0.006855928044,148394,339.9073403,0.002290573341,765.2,805.2,1570.4,401.2646121,192.3895354,475.6913565,0.3029109504
i-08559b79281547ef2,18,30,7.782010025,0.004736994841,0.0006087109662,5.534368144,0.04669918493,0.008438033704,150005,151.5948548,0.001010598679,832.2,748.1,1580.3,367.9220328,232.9179398,546.8465253,0.346039692
i-08e70b514c8c3cd5a,18,30,8.776323054,0.004256025341,0.0004849440152,5.617949618,0.008545717657,0.0015211453,152707,196.9289212,0.001289586733,529.4,745,1274.4,221.8629206,267.8278883,407.8189141,0.3200085641
i-08ff78a502245298a,18,30,7.782255782,0.004482284473,0.0005759621115,5.59334098,0.01745936454,0.003121455424,153836.6667,276.1780826,0.001795268245,763.2,710.4,1473.6,419.9438587,253.2430541,591.0988261,0.4011256963
i-0977cb2af690d36fd,18,30,8.774714126,0.00525909577,0.0005993466789,5.595500443,0.05694453089,0.01017684325,154845,201.0074625,0.001298120459,810.8,807.1,1617.9,485.7424558,247.7967133,641.6394713,0.3965878431
i-09c658651b17c197e,18,30,8.774485244,0.00555281185,0.0006328361945,5.561771207,0.01028620699,0.001849448063,151892.6667,67.14412359,0.0004420498044,807.8,757.7,1565.5,307.167996,185.3609392,389.1986782,0.2486098232
i-0b138e3642a677559,18,30,7.784700658,0.004705746847,0.0006044865505,5.577655183,0.008644665755,0.001549874539,148535.6667,211.9300199,0.001426795494,994.4,897,1891.4,507.8180339,189.6652021,618.3943725,0.3269506041
i-0ba417327f988ba2b,18,30,7.786933237,0.006412694073,0.0008235198477,5.560426977,0.06213490688,0.01117448483,149203,402.0795941,0.00269484926,715,839.3,1554.3,254.3890284,246.7963848,405.2988061,0.2607597028
i-0c3e9f9e7b281edfe,18,30,7.78160474,0.003281145008,0.0004216540312,5.524496873,0.0212584666,0.003848036679,154205.6667,130.7758897,0.0008480615048,644.7,849.2,1493.9,190.2951217,240.8899241,305.767686,0.2046774791
i-0cc4b604b837f69d9,18,30,7.781067583,0.005815330826,0.0007473692734,5.581759453,0.04634605177,0.008303125952,148856,295.3760315,0.001984307193,798.3,937.9,1736.2,484.977216,180.586975,521.2923684,0.3002490314
i-0d136c81f43ce8a29,18,30,8.774689913,0.002900704732,0.0003305763236,5.648843951,0.0522415782,0.009248189304,152707.3333,131.0012723,0.0008578584237,799.9,783.2,1583.1,301.993543,183.5821342,399.0890878,0.2520934166
i-0d1c421d52c368b29,18,30,8.779224714,0.006283190306,0.0007156885159,5.551668512,0.04519873196,0.008141468077,147979.3333,86.39637338,0.0005838408069,519.4,915.9,1435.3,165.2628882,193.7698807,233.8190421,0.162906042
i-0d6feb91baa545931,18,30,8.774092648,0.00648026079,0.0007385676274,5.602692366,0.01204935805,0.002150637098,149012.3333,192.3651043,0.001290934112,971.2,722.2,1693.4,494.6832432,243.3021898,717.8147703,0.4238896718
i-0dcfa6d3bc470d28d,18,30,7.783500618,0.005034240089,0.0006467835407,5.605755329,0.04378990422,0.007811597483,151582,297.7263845,0.001964127564,577.3,689.6,1266.9,283.7612651,226.5863583,377.1673516,0.2977088575
i-0ede59d8254436a40,18,30,8.775557094,0.003090790195,0.0003522044426,5.549720923,0.01127045287,0.002030814347,154586,128.9922478,0.0008344368043,836.7,803,1639.7,214.4149922,227.7952297,366.2003247,0.2233337346
i-0f285214d5c41327e,18,30,8.775158829,0.004986760489,0.0005682815076,5.502319018,0.02665633344,0.00484456342,153142.6667,248.5444293,0.001622960046,980.1,768.1,1748.2,472.5280591,227.774962,636.6401042,0.364168919
i-0009b7735dea24732,19,29,8.776838091,0.005823884353,0.0006635515311,5.550155825,0.01119820185,0.002017637379,153545,352.3052654,0.002294475661,872.8,901.8,1774.6,358.3864457,238.3852158,527.6470201,0.2973329314
i-002f7e27ea3e0bc1c,19,29,7.784339057,0.004675744116,0.0006006603877,5.592513826,0.02104067074,0.003762292128,149779,96.9484399,0.0006472765869,872.7,815.6,1688.3,382.5278639,188.8633839,473.6273852,0.2805350857
i-007e12c9530b8cdea,19,29,8.774518145,0.005993661423,0.000683075848,5.560134464,0.01750719884,0.003148700621,148601.6667,341.315592,0.002296849017,615.6,756,1371.6,388.7656249,291.5155799,576.4847883,0.4203009538
i-00ba7a56c944e5a25,19,29,7.782557593,0.004508267931,0.0005792784541,5.595746146,0.1511083088,0.02700413938,154743.3333,384.364844,0.002483886289,1053.1,833.7,1886.8,326.7049127,217.1574186,523.9988974,0.2777183047
i-00d71d40b42658392,19,29,7.78194295,0.004075360565,0.0005236944798,5.608132998,0.1107666051,0.01975106603,149648.3333,332.0637489,0.002218960556,906.7,844.3,1751,484.2914756,276.7927624,692.5137784,0.3954961613
