,,,sysbench,,,y-cruncher,,,pgbench,,,iperf,,,,,,
instanceID,setId,tenants,sysbench_wall_time,sysbench_std,sysbench_cv,ycruncher_wall_time,ycruncher_std,ycruncher_cv,pgbench_transactions,pgbench_std,pgbench_cv,bandwidthUpload,bandwitdhDownload,iperf_total,stdUp,stdDown,stdTotal,iperf_cv
i-008e6f72c7403b5d3,8,40,8.776700974,0.007795104512,0.000888158835,6.264922963,0.2131322201,0.03401992672,129945.3333,365.1360477,0.002809920436,696.8,725.1,1421.9,443.3616031,189.906673,471.2372486,0.3314137763
i-00ba7a56c944e5a25,8,40,8.779070828,0.005150247134,0.000586650596,6.151291053,0.01721404064,0.002798443528,129103.6667,474.5021953,0.003675358009,966.2,997.9,1964.1,684.3272122,1142.067467,1811.223494,0.9221646015
i-00d71d40b42658392,8,40,8.776301516,0.007109774416,0.0008101105463,6.127654844,0.04639670532,0.007571690395,135872.3333,194.6723743,0.001432759485,600.7,661.3,1262,203.4803021,117.4516922,253.4889873,0.2008629059
i-01f539b055c2a5d34,8,40,8.776363903,0.005995187394,0.0006831060631,6.139394018,0.0162085102,0.002640083068,129517.6667,183.9411138,0.001420200954,506.2,541.3,1047.5,273.3759316,195.2263928,447.5541556,0.4272593371
i-0243a74ede206f760,8,40,8.778010421,0.005991139819,0.0006825168269,6.153452688,0.04191479876,0.006811590319,128893.6667,120.0180542,0.000931140042,488.1,652.3,1140.4,183.9193362,147.9437205,179.2919407,0.1572184678
i-02ca0e36a4acaf9fc,8,40,8.781105571,0.008248193471,0.0009393115028,6.171858761,0.08636465935,0.01399329808,127740.6667,176.1940218,0.001379310336,868.2,936.5,1804.7,866.9594121,1123.406748,1981.512669,1.097973441
i-048c3c6548c1a414a,8,40,8.778683503,0.005490153549,0.0006253960001,6.163119952,0.04379687066,0.00710628237,128519.3333,68.06859286,0.0005296369899,806.1,661.8,1467.9,397.7803554,215.8136027,551.9650653,0.3760236156
i-0507566c757134fb6,8,40,8.777522855,0.004814285427,0.0005484788255,6.147107734,0.03740652209,0.006085223118,135838.6667,166.3560439,0.001224658987,735,574.4,1309.4,892.4580289,442.4530609,1333.464927,1.018378591
i-067b2519b614c8f9d,8,40,8.77677838,0.004345289396,0.0004950893378,6.154501279,0.02336318625,0.00379611364,135161.6667,276.4079111,0.002045017037,636.1,684,1320.1,309.3492992,223.7995135,408.0690165,0.3091197761
i-06b96f53253b4cc2e,8,40,8.779996236,0.008948964701,0.001019244708,6.201022281,0.07428871851,0.01198007605,135622.6667,259.5579576,0.001913824318,676.6,738.2,1414.8,218.5381736,168.0415293,278.1014203,0.1965658894
i-07379900fe80899d6,8,40,8.777750545,0.006016759193,0.0006854557056,6.175489929,0.07475289649,0.01210477182,128010.3333,256.0318991,0.002000087746,507.9,604.3,1112.2,212.3772587,241.515608,347.4954196,0.3124396868
i-0763ab86e85627573,8,40,8.77830002,0.006752744541,0.0007692542435,6.22151396,0.1037913857,0.01668265737,120183,101.1484058,0.0008416199115,622.1,659.5,1281.6,287.8508294,253.9672989,448.3508547,0.3498368092
i-07998976f194caa97,8,40,8.77751859,0.007832062194,0.0008922865971,6.152804295,0.0275931983,0.004484653985,135769.6667,182.0833143,0.001341119255,705.8,649.9,1355.7,490.5425115,232.3610457,713.9397812,0.5266207724
i-07be1c77f6fdf8eda,8,40,8.778326856,0.00426214564,0.0004855305242,6.14134468,0.02090542359,0.003404046618,135702.6667,148.8030018,0.00109653705,614.1,587.5,1201.6,255.18379,203.9260487,346.4108672,0.2882913342
i-07c76ac1348426483,8,40,8.777874231,0.005543399677,0.0006315196061,6.165560378,0.08319435075,0.01349339649,126977,187.9601021,0.001480268885,441,621.5,1062.5,186.0597276,242.0786144,356.8190484,0.3358296927
i-0837f0f6a7a42ac68,8,40,8.779120313,0.007208469835,0.0008210924989,6.175038735,0.0132833853,0.002151142021,129069.6667,190.3164032,0.001474524636,724.8,716.8,1441.6,430.3659425,227.406049,602.4437641,0.4178993924
i-084caea7d9c000ba9,8,40,8.778170506,0.003566141332,0.0004062510895,6.191670789,0.02192201463,0.003540565282,134318,143.4189667,0.001067756866,434.2,625.9,1060.1,149.9857771,238.6128664,254.3459805,0.2399264036
i-08559b79281547ef2,8,40,8.77627688,0.004750375941,0.0005412746209,6.124780443,0.02239823759,0.003656986206,135954,127.7536692,0.0009396830488,609.6,585.9,1195.5,257.6497191,165.9025484,317.2970042,0.2654094556
i-08e70b514c8c3cd5a,8,40,8.779980554,0.006915957068,0.0007876961715,6.147296905,0.03874586182,0.006302910437,129217,356.2527193,0.002757011224,582.3,573,1155.3,184.2124679,140.3305621,291.8789894,0.25264346
i-08ff78a502245298a,8,40,8.775740782,0.007017881446,0.0007996910597,6.151644654,0.02474375708,0.004022299478,129258.3333,284.7882254,0.002203248472,449.9,630.7,1080.6,166.9627038,180.0555778,236.9721972,0.2192968695
i-095d06d26dd29ecec,8,40,8.778005176,0.005115729528,0.0005827895319,6.077663528,0.01769053796,0.00291074652,136608,135.532284,0.0009921255269,845.4,613.1,1458.5,497.4383714,193.8965646,666.9698061,0.4572984615
i-0977cb2af690d36fd,8,40,8.779232714,0.004337569487,0.0004940715924,6.174822463,0.09369583176,0.01517385031,130775.3333,231.2949055,0.001768643212,816.2,748.5,1564.7,662.1155992,340.2676234,997.2698342,0.6373552976
i-09c658651b17c197e,8,40,8.777048615,0.006176938125,0.0007037602725,6.175952805,0.01820084575,0.002947050654,127566.6667,56.92392584,0.0004462288412,659,680,1339,460.5074496,149.0719439,494.2489251,0.3691179426
i-0b138e3642a677559,8,40,8.782981157,0.004971376681,0.0005660238354,6.133472761,0.05130551702,0.008364839793,134611.3333,360.7399802,0.002679863361,675.8,604.8,1280.6,651.847085,300.5390712,937.4931348,0.7320733522
i-0b3a38b18367faa71,8,40,8.774557617,0.005360370338,0.0006108992124,6.102653768,0.04570335833,0.007489095739,128298.6667,270.7791228,0.00211053731,895.5,985.8,1881.3,361.3220324,1048.133982,1342.413502,0.7135563187
i-0ba417327f988ba2b,8,40,8.781643523,0.007193776766,0.0008191834191,6.146553569,0.02202734605,0.003583690567,134930.6667,289.31874,0.002144202998,514.9,526,1040.9,180.3770434,122.1901978,257.9605698,0.2478245458
i-0bfaa8f4e041c36fa,8,40,8.780342446,0.007974897875,0.0009082672941,6.193729719,0.09281289398,0.01498497645,135057,334.9820891,0.00248030157,418.1,693.6,1111.7,129.1308122,239.7179825,307.9592506,0.2770165067
i-0c3e9f9e7b281edfe,8,40,8.774840832,0.004753381394,0.0005417057113,6.157920917,0.02771696493,0.004501026451,131236,335.196957,0.00255415402,699.6,568.6,1268.2,279.5020175,139.3414671,353.9500279,0.279096379
i-0cc4b604b837f69d9,8,40,8.776595301,0.006997435831,0.0007972836381,6.10931921,0.03705129473,0.006064717435,134916.3333,146.5002844,0.001085860257,760.4,639,1399.4,771.1672538,353.959822,1106.345154,0.7905853609
i-0d136c81f43ce8a29,8,40,8.77801511,0.007189218699,0.000819002771,6.215484169,0.1125258585,0.01810411796,128808.6667,97.33618717,0.0007556648919,574.3,564.4,1138.7,175.8787777,170.6505201,317.4530761,0.278785524
i-0d1c421d52c368b29,8,40,8.778837946,0.005391628888,0.0006141620247,6.166537921,0.02182250584,0.003538858614,134423.6667,126.8752668,0.0009438461989,818.9,609.5,1428.4,437.415757,222.4001649,591.2501257,0.4139247589
i-0d44050a4e6a71d7c,8,40,8.780487325,0.006538235265,0.0007446323903,6.146267944,0.03906934637,0.006356596674,134652.3333,170.4181133,0.001265615746,545.2,585.3,1130.5,420.8873695,195.497684,565.5212443,0.5002399331
i-0d6feb91baa545931,8,40,8.778259966,0.006645100971,0.0007569952355,6.140641875,0.02096194163,0.003413640147,134441.3333,118.681647,0.0008827764799,558,582,1140,223.5188284,73.5285281,214.2703381,0.1879564369
i-0dcfa6d3bc470d28d,8,40,8.779330545,0.006293923209,0.0007169024081,6.145871004,0.0270667141,0.00440404852,136930.6667,372.0017921,0.002716716432,741.9,607,1348.9,440.0970726,221.3980829,639.0147712,0.4737302774
i-0e167bbfcd6a685f5,8,40,8.778718419,0.007391761435,0.000842009173,6.147686322,0.03079409104,0.005009053719,128994,281.5599403,0.002182736719,635.8,540.6,1176.4,179.6866408,156.7362966,273.3407316,0.2323535631
i-0ede59d8254436a40,8,40,8.779987123,0.004933726011,0.0005619286159,6.111770736,0.02268656136,0.003711945742,130112.6667,115.3140639,0.000886263166,616.5,645.9,1262.4,466.3520964,207.3609038,619.9794262,0.4911117128
i-0f285214d5c41327e,8,40,8.771766159,0.006911564556,0.0007879330605,6.157849683,0.03589838517,0.005829694944,129346.3333,442.5769236,0.003421642595,753.6,724.3,1477.9,574.258788,397.192103,951.4655888,0.6437956484
i-0009b7735dea24732,9,39,8.7799263,0.004478546618,0.000510089318,6.10567485,0.02027751696,0.003321093485,129295.3333,248.12161,0.001919029895,900.5,666.5,1567,287.1937983,137.572809,395.866139,0.2526267639
i-002f7e27ea3e0bc1c,9,39,8.77663713,0.005046374055,0.0005749780902,6.174220456,0.03274202305,0.005303021375,136431.3333,80.13322241,0.0005873520433,759.5,704.6,1464.1,361.1876244,173.0903425,458.6410967,0.3132580402
i-007e12c9530b8cdea,9,39,8.775254726,0.005009844285,0.000570905853,6.171242449,0.05927826452,0.009605564035,135389,122.5275479,0.0009050037147,461.8,538.1,999.9,152.2970781,201.3446189,284.5891581,0.2846176198
i-008e6f72c7403b5d3,9,39,8.778770579,0.009559043887,0.001088881843,6.118367804,0.01790459359,0.002926367646,130003,167.6066824,0.001289252421,666,691.9,1357.9,365.3284671,163.8911902,436.9201427,0.3217616487
i-00ba7a56c944e5a25,9,39,8.77671353,0.00558563081,0.0006364148483,6.105889612,0.02514777164,0.004118608955,128816,116.5032188,0.0009044157468,1119.8,804,1923.8,1093.696362,501.4465741,1577.360228,0.819919029
i-00d71d40b42658392,9,39,8.774892595,0.004614395826,0.0005258635107,6.212143607,0.06342057328,0.01020912865,137129.6667,232.399082,0.001694739641,534.4,637,1171.4,135.9666626,111.9007497,210.8950239,0.1800367286
i-01f539b055c2a5d34,9,39,8.777592288,0.005527368744,0.0006297135436,6.121313042,0.08045736898,0.01314380892,129163.6667,207.1167143,0.001603521483,377.5,682.5,1060,160.6938082,210.3247489,291.5628387,0.2750592818
i-0243a74ede206f760,9,39,8.776527537,0.004598395811,0.0005239425036,6.167405738,0.04629687825,0.007506702205,129068.6667,207.0515234,0.001604196655,535.8,578.8,1114.6,178.9964618,143.2300403,250.485839,0.2247315979
i-02ca0e36a4acaf9fc,9,39,8.777081887,0.005437018029,0.000619456227,6.180633995,0.07382666948,0.01194483762,127553,259.0984369,0.002031300219,925.9,836.3,1762.2,587.2647425,569.5823128,1140.157475,0.6470079869
i-048c3c6548c1a414a,9,39,8.779213243,0.006911565056,0.0007872647428,6.074090242,0.01758076372,0.002894386322,128213.6667,174.098631,0.001357878887,707.2,673.3,1380.5,182.7857276,193.7449928,325.6839811,0.2359174075
i-0507566c757134fb6,9,39,8.777337631,0.005825217352,0.000663665635,6.053057141,0.02611665815,0.004314622768,137146,127.0708464,0.0009265370217,786.6,774.2,1560.8,518.220931,538.2167676,1016.869903,0.6515055761
i-067b2519b614c8f9d,9,39,8.778077814,0.005710297739,0.0006505180131,6.114328729,0.05007074723,0.008189083291,136279.3333,446.5784739,0.003276934682,764.5,708.1,1472.6,339.4502909,166.7769302,402.9251929,0.2736148261
i-06b96f53253b4cc2e,9,39,8.778461059,0.006226213576,0.0007092602603,6.102240298,0.04650986222,0.007621768392,137324.6667,126.7530407,0.0009230172831,616.7,697.1,1313.8,299.5845457,177.8391595,385.6448568,0.2935339144
i-07379900fe80899d6,9,39,8.775922881,0.005308713221,0.0006049179434,6.087456306,0.01027874566,0.001688512434,127689.6667,428.434748,0.003355281279,608.1,672.4,1280.5,209.3988486,154.4353155,324.1968709,0.253179907
i-0763ab86e85627573,9,39,8.77572147,0.006166390855,0.0007026648323,6.11675991,0.0183068407,0.002992898359,120132,652.3672279,0.005430420103,580,597.1,1177.1,123.6994566,133.260355,209.6178799,0.1780799251
i-07998976f194caa97,9,39,8.778554757,0.004548751995,0.0005181663862,6.171876007,0.029878676,0.004841101145,136712.6667,142.7036556,0.001043821755,774,710.1,1484.1,371.7896657,197.5811788,463.9632289,0.312622619
i-07be1c77f6fdf8eda,9,39,8.777897305,0.00515731908,0.0005875346795,6.091221544,0.02507668371,0.004116856287,138002,529.2834779,0.003835331937,916.8,687.6,1604.4,246.6472064,86.01705257,286.6202288,0.1786463655
i-07c76ac1348426483,9,39,8.777415196,0.005131642793,0.000584641683,6.063996183,0.06422763045,0.01059163438,126600.3333,193.4536982,0.001528066262,552.5,682.9,1235.4,149.474078,128.0316367,159.0892133,0.1287754681
i-0837f0f6a7a42ac68,9,39,8.776698351,0.00769904454,0.0008772142134,6.113500727,0.0566812869,0.00927149426,129175,71.33722731,0.0005522525822,710.7,660.9,1371.6,409.4785437,199.4823579,540.4301168,0.394014375
i-084caea7d9c000ba9,9,39,8.779506445,0.006039000205,0.0006878519018,6.144643624,0.01649415388,0.002684314159,136146.3333,468.1157264,0.003438327827,454.9,525.4,980.3,178.5412806,159.9681913,286.1149924,0.2918647276
i-08559b79281547ef2,9,39,8.777649032,0.005182165743,0.0005903819718,6.0841514,0.05652458739,0.009290463644,137406.6667,351.1201124,0.002555335348,519.3,474.8,994.1,239.637249,171.3118015,391.0210139,0.3933417301
i-08e70b514c8c3cd5a,9,39,8.779713392,0.005165669763,0.0005883642817,6.160057386,0.01752967136,0.002845699361,129206.3333,206.9355777,0.001601590049,504,612.9,1116.9,183.0555471,191.3283681,274.7562354,0.2459989573
i-08ff78a502245298a,9,39,8.776319636,0.008066961547,0.0009191736265,6.146751086,0.01999377326,0.003252738395,129314.3333,305.0546399,0.002359016453,649.4,656.2,1305.6,161.5172505,166.9942115,273.0796384,0.2091602622
i-0977cb2af690d36fd,9,39,8.777335511,0.00551781646,0.0006286436758,6.187230402,0.1147368493,0.01854413717,130423.6667,552.8800352,0.004239108203,783.2,734.1,1517.3,94.30187933,134.3663731,197.7293605,0.130316589
i-09c658651b17c197e,9,39,8.776536703,0.00787206266,0.0008969440825,6.152325021,0.1536959033,0.02498175937,127586.3333,177.5002347,0.001391216677,843.4,736.4,1579.8,242.8278769,165.4852796,340.7670433,0.215702648
i-0b138e3642a677559,9,39,8.78085449,0.005205985517,0.0005928791467,6.149938319,0.09934375513,0.01615361813,136038.6667,177.9054056,0.001307756169,820.7,690.1,1510.8,986.2655773,464.7538058,1441.655746,0.9542333503
i-0b3a38b18367faa71,9,39,8.775752545,0.005231937868,0.0005961811071,6.109750562,0.01802404466,0.00295004591,127765.6667,512.5430063,0.004011586365,1034.9,769.1,1804,1080.748552,518.5667106,1591.244586,0.8820646265
i-0ba417327f988ba2b,9,39,8.779143227,0.003333192576,0.000379671739,6.112136311,0.03461795162,0.005663805559,136144,133.2816567,0.0009789756188,511.5,616.6,1128.1,136.9689746,173.8269893,267.8542099,0.2374383565
i-0bfaa8f4e041c36fa,9,39,8.774284522,0.005073421288,0.0005782148134,6.165851328,0.1590321962,0.02579241499,136281.6667,169.2138686,0.001241648072,497.9,562.6,1060.5,203.5012694,205.026394,372.4851227,0.3512353821
i-0c3e9f9e7b281edfe,9,39,8.776063548,0.005333891847,0.0006077772589,6.112987227,0.02948153117,0.004822769961,130846.6667,201.9265543,0.001543230404,804.8,612.3,1417.1,357.0305931,151.7110192,499.0552074,0.3521665425
i-0cc4b604b837f69d9,9,39,8.773216036,0.006540965526,0.0007455607498,6.133128458,0.01605878982,0.002618368413,136080.3333,182.4015716,0.001340396273,647.6,606.9,1254.5,366.069878,203.0120139,530.4189644,0.4228130445
i-0d136c81f43ce8a29,9,39,8.778975407,0.006061298139,0.0006904334342,6.140574111,0.03044239829,0.004957581773,128809,203.2707554,0.001578078825,491.9,671.9,1163.8,192.3200169,164.0795539,240.1040515,0.2063104069
i-0d1c421d52c368b29,9,39,8.778800064,0.006313424963,0.0007191671889,6.095561716,0.04710132561,0.007727150967,135690,150.8509198,0.001111732035,763.8,585.1,1348.9,325.2994518,95.94147522,415.0141765,0.3076686014
i-0d44050a4e6a71d7c,9,39,8.776997407,0.006146802506,0.0007003309015,6.085655159,0.01643700989,0.00270094336,136601.6667,225.7107293,0.001652327785,578.7,648,1226.7,302.8945728,207.0458886,420.301228,0.3426275601
i-0d6feb91baa545931,9,39,8.778793838,0.006085361727,0.0006931888183,6.17063019,0.03514777548,0.00569597827,135785,369.65795,0.002722376919,557.7,604.6,1162.3,114.6909374,159.3843712,227.9751692,0.1961414172
i-0dcfa6d3bc470d28d,9,39,8.776463615,0.004789823347,0.0005457577856,6.110639281,0.02717143817,0.004446578652,138438,308.4866286,0.002228337801,692.2,596.1,1288.3,430.4606835,236.2444356,654.9086535,0.5083510467
i-0e167bbfcd6a685f5,9,39,8.779506074,0.006232520761,0.0007098942365,6.109164529,0.02358954684,0.003861337623,128916,132.3669143,0.001026768704,658.9,644.5,1303.4,295.0263453,150.6771751,326.8809501,0.2507909699
i-0ede59d8254436a40,9,39,8.780904876,0.005183377298,0.000590301042,6.169641256,0.1355657052,0.02197302883,130116.3333,55.13921774,0.0004237686102,841.5,717.5,1559,285.2485271,114.7463386,353.5914152,0.2268065524
i-0f285214d5c41327e,9,39,8.776596679,0.007399549272,0.0008431000697,6.079211712,0.01981745072,0.003259871783,129269.6667,171.9486357,0.001330154553,797.5,691.9,1489.4,1081.305307,462.2559296,1519.795834,1.020408107
i-0009b7735dea24732,10,38,8.781492551,0.008259914584,0.0009406048614,6.172976626,0.07699955533,0.01247365088,129225.6667,140.1939133,0.001084876689,785.8,693.7,1479.5,327.2714809,161.2327855,436.9523874,0.2953378759
i-002f7e27ea3e0bc1c,10,38,8.776117457,0.005192444325,0.0005916562022,6.173490339,0.03663923302,0.00593493,137573.3333,374.4440323,0.002721777711,626,704.2,1330.2,165.8841631,155.438305,217.6785602,0.1636434823
i-007e12c9530b8cdea,10,38,8.774859322,0.004498108713,0.0005126131995,6.123810212,0.02112604576,0.003449820459,136620.6667,198.2834671,0.001451343138,516,636.9,1152.9,245.114939,170.7795525,331.4635727,0.2875041831
i-008e6f72c7403b5d3,10,38,8.779649469,0.007778778544,0.0008860010381,6.121630907,0.05307540457,0.008670141237,130236.3333,55.59076662,0.0004268452988,833.9,710.5,1544.4,457.3280976,185.0004504,585.820071,0.3793188753
i-00ba7a56c944e5a25,10,38,8.777330796,0.003440277526,0.00039195031,6.102370447,0.0301906565,0.004947365415,128871,438.1312589,0.003399766114,1190.9,704.7,1895.6,1329.05718,474.0264995,1798.152459,0.9485927723
i-00d71d40b42658392,10,38,8.774642044,0.004999245682,0.0005697378488,6.215404564,0.1479617715,0.02380565416,138641.3333,7.637626158,0.00005508909915,480.4,586.2,1066.6,143.9685151,160.7121651,261.8804647,0.2455282811
i-01f539b055c2a5d34,10,38,8.775822825,0.005790263636,0.0006597972352,6.142708434,0.07016730804,0.01142286156,129400.6667,404.7830695,0.003128137435,549.2,686.2,1235.4,162.2191933,155.9713649,267.3408976,0.2164002733
i-0243a74ede206f760,10,38,8.777119584,0.005817696639,0.0006628252678,6.161908892,0.01541853091,0.002502232861,129180.6667,126.8949697,0.0009823061993,552.5,707.9,1260.4,207.4347287,204.3849581,340.6226977,0.2702496809
i-02ca0e36a4acaf9fc,10,38,8.77628896,0.006497238933,0.000740317344,6.216688951,0.1454402038,0.02339512318,127841.3333,226.0892154,0.001768514216,990.4,1054.7,2045.1,806.5153026,1286.172794,2067.586755,1.01099543
i-048c3c6548c1a414a,10,38,8.781621085,0.006542659147,0.0007450400198,6.037463374,0.02210497002,0.003661300889,128375,226.8744146,0.001767278789,740.7,771.5,1512.2,189.8514331,164.3872461,301.4950893,0.1993751417
i-0507566c757134fb6,10,38,8.777638674,0.008340874384,0.0009502412544,6.049992137,0.02728764929,0.004510361117,138592,150.6220435,0.001086801861,830.8,691.3,1522.1,829.3741683,413.8582822,1228.123723,0.8068613905
i-067b2519b614c8f9d,10,38,8.776673979,0.005498358675,0.0006264740707,6.151165432,0.02531874627,0.004116089308,137917,377.8266798,0.002739522175,732.9,602.5,1335.4,315.1170682,144.7351988,422.8588417,0.3166533186
i-06b96f53253b4cc2e,10,38,8.778944492,0.006835224283,0.0007785929492,6.066129261,0.03587494625,0.005913976559,138651.3333,239.5920143,0.001728018105,607.7,759.9,1367.6,275.5471526,166.553595,299.2610158,0.2188220355
i-07379900fe80899d6,10,38,8.774687449,0.00456739567,0.000520519471,6.062625964,0.04416082127,0.007284107833,127766,352.1533757,0.002756236993,628.2,579.9,1208.1,147.8894482,158.5492913,286.4434984,0.2371024736
