python3 distribute_work.py -b sysbench -c 5 -n 10 -d 2,,,,,,,,,,
experimentID,setId,instanceID,instanceType,wallTime,testOption,per-request-avg-time,total-time,thread-num,Standard deviation,Average
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.04940486,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.02ms,9.0159s,2,,
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.038526535,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.98ms,9.0176s,2,,
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.039772749,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.83ms,9.0201s,2,,
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.0364995,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.11ms,9.0164s,2,,
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.0403018,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0188s,2,,
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.054116726,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.40ms,9.0324s,2,,
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.046595097,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.59ms,9.0251s,2,,
1571978908-18,18,i-0908fc60844f45ce2,m5d.large,9.039447546,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.85ms,9.0181s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.054992199,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.06ms,9.0292s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.077110052,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.20ms,9.0351s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.062155008,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.99ms,9.0172s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.074346542,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.50ms,9.0232s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.053004742,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.26ms,9.0166s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.05711484,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0148s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.073231459,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.69ms,9.0225s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.062751293,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.58ms,9.0267s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.065181971,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.67ms,9.0222s,2,,
1571978908-18,18,i-0936bc4464bb97bde,m5d.large,9.05774498,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.50ms,9.0216s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.065827608,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0192s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.049599886,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.37ms,9.0289s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.052636385,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.38ms,9.0318s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.039355993,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0160s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.047410727,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.47ms,9.0260s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.041858912,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.12ms,9.0172s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.041967869,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.02ms,9.0205s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.056037664,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.21ms,9.0277s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.041190624,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.85ms,9.0198s,2,,
1571978908-18,18,i-09fd3f66259f577d3,m5d.large,9.046231508,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0250s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.072892427,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.99ms,9.0414s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.057076931,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.17ms,9.0176s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.049483061,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.33ms,9.0179s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.047623396,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.09ms,9.0256s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.043982744,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.47ms,9.0220s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.043755293,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.34ms,9.0215s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.053422928,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.69ms,9.0323s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.04201436,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.54ms,9.0197s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.044268608,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.31ms,9.0223s,2,,
1571978908-18,18,i-0aa8cb5e00b540739,m5d.large,9.049408436,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.62ms,9.0281s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.037656546,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0166s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.045390129,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.27ms,9.0248s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.052282095,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.42ms,9.0326s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.03929472,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0177s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.041585922,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.56ms,9.0222s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.038535833,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.01ms,9.0185s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.039800644,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.07ms,9.0202s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.044927597,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.15ms,9.0262s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.044400692,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.86ms,9.0218s,2,,
1571978908-18,18,i-0ab94111e6e8caedd,m5d.large,9.03822422,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.88ms,9.0185s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.052968979,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.32ms,9.0231s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.070159197,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.22ms,9.0334s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.061048985,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0154s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.067878723,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.55ms,9.0188s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.061818838,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.78ms,9.0176s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.067122459,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.71ms,9.0238s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.07302022,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.55ms,9.0246s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.055304527,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.29ms,9.0169s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.060370922,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.73ms,9.0220s,2,,
1571978908-18,18,i-0b8def0067d2f10b3,m5d.large,9.052757502,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.74ms,9.0175s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.060002327,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.27ms,9.0333s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.073504925,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.54ms,9.0412s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.065860987,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.17ms,9.0180s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.071347475,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.92ms,9.0217s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.062538624,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.32ms,9.0185s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.065907001,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.24ms,9.0197s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.072465897,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.82ms,9.0264s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.06415081,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.77ms,9.0245s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.059511662,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.49ms,9.0178s,2,,
1571978908-18,18,i-0bd1b114a613193e6,m5d.large,9.054772377,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0163s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.050737381,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.67ms,9.0194s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.072980642,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.32ms,9.0358s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.06167388,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.26ms,9.0170s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.068306208,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.19ms,9.0167s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.057713747,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.75ms,9.0204s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.067877769,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.89ms,9.0215s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.068328142,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0205s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.069111109,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.36ms,9.0331s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.057817459,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0175s,2,,
1571978908-18,18,i-0c1a35400a3b20351,m5d.large,9.058183193,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0207s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.042020559,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.17ms,9.0162s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.045420885,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.16ms,9.0240s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.072067261,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.22ms,9.0312s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.062046528,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.79ms,9.0163s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.061549425,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.43ms,9.0195s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.0587852,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.85ms,9.0146s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.069633245,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.85ms,9.0191s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.069488525,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.04ms,9.0323s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.060600758,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.90ms,9.0170s,2,,
1571978908-18,18,i-0c91e1f992fc599a2,m5d.large,9.056994677,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.63ms,9.0211s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.055747509,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.67ms,9.0345s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.057538271,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.36ms,9.0353s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.06530261,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.53ms,9.0203s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.069247723,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.65ms,9.0184s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.06109786,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.64ms,9.0198s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.066217661,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.56ms,9.0254s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.073656559,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.55ms,9.0240s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.077027082,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.51ms,9.0394s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.061775923,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.47ms,9.0198s,2,,
1571978908-18,18,i-0cd407f165a7d2bae,m5d.large,9.056434155,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.43ms,9.0194s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.055265188,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.83ms,9.0220s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.067534208,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.43ms,9.0306s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.063547134,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0182s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.070610046,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.05ms,9.0180s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.057031155,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.90ms,9.0182s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.064942122,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.92ms,9.0196s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.067410469,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.17ms,9.0184s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.065971375,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.12ms,9.0277s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.05669117,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.18ms,9.0177s,2,,
1571978908-18,18,i-0ce514e8cc687cfc3,m5d.large,9.057603359,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.61ms,9.0220s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.055813789,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.21ms,9.0261s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.075021505,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.04ms,9.0375s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.062597036,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.99ms,9.0164s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.068640232,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.46ms,9.0180s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.061329842,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.51ms,9.0208s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.06022191,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0185s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.077179432,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.92ms,9.0319s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.053851128,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.81ms,9.0175s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.063736677,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.63ms,9.0203s,2,,
1571978908-18,18,i-0d6e05a5d1bb34175,m5d.large,9.061517477,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.02ms,9.0231s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.0502882,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.19ms,9.0209s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.060702801,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.01ms,9.0212s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.061643362,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.95ms,9.0199s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.072709799,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.15ms,9.0224s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.055975437,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.36ms,9.0178s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.07348609,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.15ms,9.0272s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.062283278,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.26ms,9.0172s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.055935383,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.25ms,9.0171s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.061745405,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0225s,2,,
1571978908-18,18,i-0db58bb48083166f4,m5d.large,9.059628487,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.84ms,9.0227s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.062852621,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.47ms,9.0225s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.072803736,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.43ms,9.0327s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.06108284,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.01ms,9.0160s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.089018106,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.97ms,9.0321s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.057096243,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0150s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.06662631,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.86ms,9.0227s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.072134256,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.52ms,9.0241s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.061363935,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.91ms,9.0217s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.057387352,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.12ms,9.0172s,2,,
1571978908-18,18,i-0ddab6d1309083e6f,m5d.large,9.062446833,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.17ms,9.0249s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.073451281,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.43ms,9.0351s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.051021576,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.05ms,9.0206s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.066027403,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.86ms,9.0213s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.073418617,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.10ms,9.0228s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.058124065,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.18ms,9.0161s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.071408987,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.40ms,9.0293s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.070160627,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.55ms,9.0236s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.047329664,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.01ms,9.0202s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.063301086,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.80ms,9.0203s,2,,
1571978908-18,18,i-0e24cf40ed2339dfb,m5d.large,9.056355715,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.63ms,9.0207s,2,,
1571978908-18,18,i-0ed04e63687d6723d,m5d.large,9.051632881,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.27ms,9.0216s,2,,
1571978908-18,18,i-0ed04e63687d6723d,m5d.large,9.06821847,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.24ms,9.0305s,2,,
1571978908-18,18,i-0ed04e63687d6723d,m5d.large,9.069136381,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.67ms,9.0223s,2,,
1571978908-18,18,i-0ed04e63687d6723d,m5d.large,9.073819876,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.85ms,9.0225s,2,,
1571978908-18,18,i-0ed04e63687d6723d,m5d.large,9.057993412,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.12ms,9.0167s,2,,
